nom,description,categorie,URL,age,disponible,est_nouveau
Améliorer les habiletés sociales,"<a href=""https://www.calameo.com/read/000015856ad24a0544482"" target=""_blank"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em; text-decoration: none;"">
    📖 Visualiser un extrait
   
  

 
  Cet ouvrage propose plus de 100 nouveaux ateliers d'entraînement aux habiletés sociales, présentés sous la forme de jeux.
  

 
  Ces ateliers s'adressent aux enfants qui ont déjà intégré les prérequis aux habiletés sociales (notamment le regard et le toucher) que nous avons présentés dans le précédent tome.
  

 
  Chaque atelier est décrit avec précision, avec :
  

 
   sa durée ; 
   le matériel nécessaire ; 
   les consignes détaillées ; 
   le nombre de participants ; 
   les compétences visées ; 
   les points sur lesquels le thérapeute doit porter son attention. 
 

 
  De nombreuses photographies de séances vous donneront une idée visuelle de la façon dont se mettent en place et se déroulent les ateliers.","les livres, strategies educatives,  , gestion du comportement les livres",https://www.autismediffusion.com/products/ameliorer-les-habiletes-sociales,,,
Résolution des conflits : à l'école,"Ce kit résolution des conflits aborde le thème de l'école ; il comprend un 
    <a href=""https://akroseducational.com/fr/p/resolution-de-conflits-a-l-ecole/"" 
       target=""_blank"" rel=""noopener noreferrer"" 
       style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
      fichier téléchargeable
      
     (sur le site du fournisseur) , composé de la narration de 7 histoires avec deux dénouements différents.
    
   Le jeu contient 30 fiches avec des illustrations de grande taille (16,5 x 13,5 cm) avec système autocorrecteur. Il comporte 7 histoires simples qui racontent deux manières de résoudre différents problèmes et montrent les conséquences que peut avoir le fait de prendre une bonne ou une mauvaise décision.  
   Chaque histoire se déroule sur la base de 4 fiches tandis que les deux dernières fiches sont réversibles pour montrer les deux dénouements possibles. Le fichier contient également un guide pédagogique avec les textes des 7 histoires et des illustrations en noir et blanc à colorier.  
 

 
   Déconseillé pour des enfants de moins de 3 ans.  Personnalisez et adaptez ce jeu éducatif grâce à nos produits Velcro® :   
   
    <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm"" 
       style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
      rouleau 25m boucle
      
    ou 
    <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm"" 
       style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
      crochet
     , bandes adhésives 10m 
    <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle"" 
       style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
      noir
      
    ou 
    <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet"" 
       style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
      blanc
     ,  
    <a href=""/products/200-pastilles-de-velcro"" 
       style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">
      pastilles Velcro®
     .","gestion du comportement, le materiel, jeux educatifs, autonomie, planification et sequences, emotions et comportements positifs 1",https://www.autismediffusion.com/products/resolution-des-conflits-a-lecole,,,
Tasks Galore : For the real world,"Fortes de leurs 60 années d'expérience dans le milieu éducatif, les auteurs ont décidé d'aider les parents et professionnels, grâce à leur méthode d'apprentissage, cherchant à développer l'habileté et la compréhension de l'enfant, de l'adolescent ou de l'adulte atteint d'autisme. Elles ont gagné de nombreuses récompenses pour la réalisation de leurs travaux.
  

 
  Les ouvrages <em>Tasks Galore</em> – utilisés dans les classes de la division TEACCH (programme national pour le traitement des enfants autistes et/ou ayant des troubles du développement) – sont très originaux et vous apporteront des idées d'activités pour développer les compétences de votre enfant, quel que soit son âge, que ce soit à la maison, à l'école, seul ou en communauté.
  

 
  Une véritable mine d'or pour éveiller la créativité des éducateurs, des parents et des thérapeutes. Comportant des centaines d'images détaillées, ces manuels à spirales sont simples, efficaces, faciles à utiliser et s'adaptent à chaque enfant.
  

 
  Et enfin, ces trois manuels mettent l'accent sur l'individualisation, la structure, l'organisation, la clarté, la motricité, les participations sensorielles et cherchent à susciter l'intérêt de chaque enfant. C'est un ouvrage indispensable pour préparer les adolescents et adultes à une certaine autonomie à la maison, à l'école ou en communauté à travers 240 images leur permettant d'acquérir certaines compétences.
  

 
  Chaque chapitre (compétences domestiques, compétences de la vie quotidienne…) partage les compétences en différents travaux à effectuer : comment créer des limites physiques ; un emploi du temps, ainsi qu'une fiche structurée de la tâche à accomplir.
  

  Livre uniquement en Anglais.   

 
  Complétez ce produit grâce au Velcro® :
  rouleaux 25 m 
  <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm""><strong style=""color: black;"">boucle   ou 
  <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm""><strong style=""color: black;"">crochet  ,
  bandes adhésives 10 m 
  <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle""><strong style=""color: black;"">noir   ou 
  <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet""><strong style=""color: black;"">blanc  ,
  <a href=""/products/200-pastilles-de-velcro""><strong style=""color: black;"">pastilles Velcro®  .","les livres, strategies educatives, materiel, outils de communication, sequentiels et supports visuels,",https://www.autismediffusion.com/products/tasks-galore-for-the-real-world,,,
Le train de la conversation,"Ce livre créatif d’images colorées utilise la métaphore du train pour enseigner les conventions de base de la conversation aux enfants autistes (TSA).
  
 
  Les locomotives sont comme des salutations ; elles font démarrer le train.  
  Les wagons sont comme les différents sujets de conversation ; il est bon d’en avoir plusieurs lorsque vous êtes en conversation.  
  Lorsqu’une conversation est hors sujet c’est comme un train qui déraille.  
  En plus de ses photos colorées et attrayantes de trains, le livre contient des fiches de travail à remplir et des pages de coloriages pour aider à la généralisation.  
  Cette approche très visuelle de la conversation est idéale pour les enfants TSA âgés de 5 à 13 ans.","les livres, livres jeunesse, strategies educatives, librairie,  , nos editions",https://www.autismediffusion.com/products/le-train-de-la-conversation,,,
Bouchons d'oreilles antibruit avec arceau,"Ces bouchons d'oreilles en mousse souple sont montés sur un arceau ce qui les rend facile à mettre et à enlever. L'arceau peut être porté comme serre-tête ou bien sous le menton.  
  Les avantages de ces bouchons d'oreilles sont :  
  - Mise en place rapide et facile : en le gardant autour du cou, l'arceau est vite installé sur les oreilles.  
  - Ne perdez plus vos bouchons d'oreilles : quand vous ne portez pas les bouchons d'oreilles, positionnez simplement l'arceau autour du cou.  
  - Moins chaud et plus discret qu'un <a href=""/products/casque-antibruit-optime-ii-vert-fonce"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">casque antibruit , une excellente option pour les personnes qui n'aiment pas la sensation des coussinets sur les oreilles.  
  La protection auditive à arceau 3M™ E-A-Rcaps™ est dotée d'embouts semi-auriculaires conçus pour sceller l'entrée du conduit auditif afin de réduire l'exposition à des niveaux de bruit allant jusqu'à 23dB.  
  Les bouchons d'oreilles antibruit avec arceau 3M™ E-A-Rcaps™ sont l'une des protections auditives à arceau les plus légères du marché. Les embouts en mousse sont confortables et fixés sur un arceau flexible.  
  L'arceau est lavable et réutilisable et les <a href=""/products/bouchons-de-rechange-lot-de-5-paires-pour-arceau-antibruit-3m"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">embouts de rechange 3M™ E-A-Rcaps™  sont remplaçables et peuvent être achetés séparément.","gestion du comportement, le materiel, produits sensoriels, ecouter, se stimuler se reguler",https://www.autismediffusion.com/products/bouchons-doreilles-antibruit-avec-arceau,,,
Embout ARK Mini,"L'embout ARK Mini (""ARK's Mini Tip"" en anglais) est une version plus petite de l'embout ARK Sonde. Il est donc spécialement conçu pour les bouches plus petites.  
  

 
Cet embout, qui s'utilise avec le 
<a href=""/products/z-vibe-ark"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">Z-Vibe®  
ou le 
<a href=""/products/z-grabber-ark"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">Z-Grabber® , 
est rectangulaire et dispose de trois types de surfaces : avec picots, rainurée et lisse.  
  

 
Il peut être utilisé pour :  
 
     la stimulation orale, 
     la désensibilisation, 
     et la découverte. 
 
  

 
Grâce à ses trois textures différentes, l'embout ARK Mini permet de varier les expériences sensorielles en appliquant de légères pressions sur :  
 
     les gencives, 
     le palais, 
     les joues, 
     la langue, 
     ou les lèvres. 
 
  

 
 Pourquoi utiliser les vibrations ? 
  
 
Parfois, la stimulation provoquée en touchant les lèvres, la langue, les joues... n'est pas suffisante.  
Les vibrations apportent un autre niveau de sensibilité tactile pour les personnes ayant besoin de plus de stimuli.  
  
 
Cet apport sensoriel permet :  
 
     d'accroître la conscience buccale des personnes hyposensibles, 
     et de réduire l'aversion pour la nourriture (et les textures) chez les personnes hypersensibles. 
 
  

 Retrouvez toute la gamme des <a href=""/collections/la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">produits ARK .  

 <a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">💬Quelles clefs pour les personnes qui recherchent des stimulations orales ?","produits sensoriels, coordonner manipuler, proprioception, toucher",https://www.autismediffusion.com/products/embout-z-vibe-ark-mini,,,
Embout sucette ARK pour Z-Vibe,"L'embout sucette ARK pour Z-Vibe est conçu pour ajouter des vibrations lors de séances de rééducation en orthophonie dans le cadre de troubles de l'oralité. 
    Enfoncer la tige de la sucette dans l'embout et l'utiliser pour des exercices de renforcement des lèvres, d'augmentation de la tolérance à l'intérieur de la bouche ou de placement de la langue. 
    C'est un outil amusant dont l'acceptation est favorisée par le goût sucré très largement apprécié. 
      
     Attention :  Le 
    <a href=""/products/z-vibe-ark"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">Z-Vibe®  
    est vendu séparément.  Attention :  l'embout est vendu sans la sucette.
      
    Retrouvez 
    <a href=""/collections/la-gamme-ark"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">toute la gamme de produits ARK  
    ainsi que notre article de Blog sur l'
    <a href=""/blogs/sensorialite/astuces-et-techniques-avec-lembout-z-vibe®-ark-en-y"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">embout Y 
     💬 .","produits sensoriels, proprioception, se stimuler se reguler, toucher",https://www.autismediffusion.com/products/embout-sucette-ark-pour-z-vibe,,,
Embout ARK Mordre et mastiquer XL texturé,"L'embout ARK ""Mordre et mastiquer"" XL texturé (""ARK's textured bite-n-Chew tip XL"" en anglais) est un embout extra long (environ 2,5cm de plus que les embouts ARK standards). Grâce à sa plus grande longueur et son fin diamètre, cet embout peut atteindre la zone des dents postérieures pour les exercices de mastication et de stimulation sensorielle. 
    L'aspect texturé aide à désensibiliser la bouche et à travailler sur l'acceptation de différentes textures. 
    L'embout ARK ""Mordre et mastiquer"" XL texturé s'utilise avec le 
    <a href=""/products/z-vibe-ark"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">Z-Vibe®  ou le 
    <a href=""/products/z-grabber-ark"" style=""color: #2388ee; font-weight: bold; font-size: 1.1em;"">Z-Grabber® . 
  
 
    Pourquoi utiliser les vibrations ? : Parfois la stimulation provoquée en touchant les lèvres, la langue, les joues... n'est pas suffisante. Les vibrations apportent un autre niveau de sensibilité tactile pour les personnes ayant besoin de plus de stimuli. Cet apport sensoriel permet d'accroître la conscience buccale des personnes hyposensibles. Il peut également aider à réduire l'aversion pour la nourriture (et les textures) chez les personnes hypersensibles.
  

 Retrouvez toute la gamme des <a href=""/collections/la-gamme-ark"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">produits ARK .  

 <a href=""/blogs/sensorialite/quelles-clefs-pour-les-personnes-qui-recherchent-des-stimulations-orales"" style=""color:#2388ee; font-weight:bold; font-size:1.1em; text-decoration:none;"">💬Quelles clefs pour les personnes qui recherchent des stimulations orales ?","produits sensoriels, coordonner manipuler, proprioception, toucher",https://www.autismediffusion.com/products/embout-z-vibe-ark-mordre-mastiquer,,,
Assiette ventouse 3 compartiments,"L'assiette ventouse 3 compartiments est un outil d'aide à l'alimentation.   Elle vient en aide aux personnes qui :   - ne supportent pas que les aliments se touchent dans l'assiette   - ont du mal à quantifier les portions   - font r&eacute;gulièrement tomber leur assiette ou la pousse du fait d'une motricit&eacute; r&eacute;duite par exemple   - qui ont besoin de structurer visuellement leur plat   Les troubles alimentaires chez une personne avec TSA (trouble du spectre de l'autisme) sont fr&eacute;quents. L'assiette ventouse 3 compartiments est un am&eacute;nagement pour rem&eacute;dier à ces difficult&eacute;s et am&eacute;liorer le d&eacute;roulement du repas.         <span style=""text-decoration-line: underline;"">Hypersensibilit&eacute; gustative: l'assiette ventouse 3 compartiments est l'outil id&eacute;al pour &eacute;viter le m&eacute;lange des aliments. Chaque aliment est bien à sa place.    <span style=""text-decoration-line: underline;"">Hyposensibilit&eacute; gustative  : l'enfant n'est pas toujours capable de d&eacute;tecter lorsqu'il est parvenu à sati&eacute;t&eacute;. La forme de l'assiette ventouse 3 compartiments permet de proposer un menu pr&eacute;cis avec des quantit&eacute;s à respecter.","produits sensoriels, le gout, se stimuler se reguler, voir",https://www.autismediffusion.com/products/assiette-ventouse-3-compartiments,,,
Loto + Mots : 72 animaux,"<a href=""https://cdn.shopify.com/s/files/1/0929/9699/3365/files/MA20526LotoMotsAnim2.pdf?v=1750335133"" 
   style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" 
   target=""_blank"" rel=""noopener noreferrer"">
  📎Fichier imprimable
 
 
  Loto de 72 aliments différents pour travailler l'association des images et des mots de deux formes : d'images à images, d'images à mots (nom de l'aliment). Permet d'augmenter le vocabulaire. Nombre maximum de joueurs : 12.
  
 
  Jeu composé de 12 plaquettes (chacune contient 6 images différentes d'aliments) + 72 petits cartons (recto : image de l'aliment / verso : espace vide pour mettre le nom de l'aliment) + 2 feuilles A4 autocollantes pour imprimer le nom des aliments et les coller sur le verso des petits cartons de chacun des aliments selon leur correspondance.
   Personnalisez et adaptez ce jeu éducatif grâce à nos produits Velcro® : rouleaux 25m  
  <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">boucle 
    ou  
  <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">crochet 
   , bandes adhésives 10m  
  <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">noir 
    ou  
  <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">blanc 
   ,  
  <a href=""/products/200-pastilles-de-velcro"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">pastilles Velcro® .
  
 
  Objectif pédagogique : Association image avec image / image avec mot / tri d'aliments.","jeux educatifs, jeux educatifs 7 sens, appariement et association, lecture",https://www.autismediffusion.com/products/loto-mots-72-animaux,,,
Loto + Mots : 72 aliments,"<a href=""https://cdn.shopify.com/s/files/1/0929/9699/3365/files/MA20525LotoMotsAlim2.pdf?v=1750334873"" 
   style=""color:#2388ee; font-weight:bold; font-size:1.1em;"" 
   target=""_blank"" rel=""noopener noreferrer"">
  📎Fichier imprimable
 
 
  Loto de 72 aliments différents pour travailler l'association des images et des mots de deux formes : d'images à images, d'images à mots (nom de l'aliment). Permet d'augmenter le vocabulaire. Nombre maximum de joueurs : 12.
  

 
  Jeu composé de 12 plaquettes (chacune contient 6 images différentes d'aliments) + 72 petits cartons (recto : image de l'aliment / verso : espace vide pour mettre le nom de l'aliment) + 2 feuilles A4 autocollantes pour imprimer le nom des aliments et les coller sur le verso des petits cartons de chacun des aliments selon leur correspondance.
   Personnalisez et adaptez ce jeu éducatif grâce à nos produits Velcro® : rouleaux 25m  
  <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-boucle-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">boucle ou  
  <a href=""/products/rouleau-de-25-m-de-velcro-r-adhesif-crochet-blanc-25mm"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">crochet  , bandes adhésives 10m  
  <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-noir-crochet-boucle"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">noir ou  
  <a href=""/products/boite-de-10-metres-de-bande-adhesives-velcro-r-blanc-boucle-crochet"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">blanc  ,  
  <a href=""/products/200-pastilles-de-velcro"" style=""color:#2388ee; font-weight:bold; font-size:1.1em;"">pastilles Velcro® .
  

 
   Objectif pédagogique : Association image avec image / image avec mot / trie d'aliments.","jeux educatifs, jeux educatifs 7 sens, appariement et association, lecture",https://www.autismediffusion.com/products/loto-mots-72-aliments,,,
"Epsilon, un écolier extra-ordinaire","Ce nouveau livre présente de petites anecdotes qui peuvent parsemer la vie d'un enfant atteint d'autisme au cours d'une année scolaire. Elles font souvent sourire, parfois dérangent, mais sont riches d'enseignements et nous permettent de mieux comprendre les différences entre nos modes de pensées et les leurs. 
  
 
  Surtout, elles peuvent nous ouvrir des pistes pour aider ces enfants. L'intégration des personnes atteintes d'autisme dans notre société est possible. Cependant, malgré la notoriété de l'autisme, peu de personnes savent réellement ce qui se cache derrière ce handicap, et le mot fait souvent peur.
  
 
  Cette crainte est un frein majeur qui empêche encore trop souvent les enfants ou les adultes avec autisme de partager nos vies. 
  
 
  Livre illustré pour expliquer aux enfants et à leurs parents un handicap encore mal connu.","les livres, livres jeunesse, scolarite, librairie,  , temoignages, nos editions",https://www.autismediffusion.com/products/epsilon-un-ecolier-extra-ordinaire,,,
Les troubles du comportement 2ème édition,"Les troubles du comportement sont le plus souvent improprement considérés comme une des caractéristiques du syndrome autistique. À ce titre, ils sont une des principales causes d'exclusion des personnes atteintes d'autisme dans les structures d'accueil, que ce soit pour les enfants, les adolescents mais surtout pour les adultes, quand ces comportements deviennent plus difficiles à accepter.  
  
   Ce petit manuel se propose d'essayer de mieux faire comprendre que dans la plupart des cas, les troubles du comportement peuvent être évités. Pour cela, il faut s'efforcer d'en comprendre les causes pour analyser comment nos propres réactions peuvent les aggraver. Il faut cependant penser que l'on ne pourra pas éviter leur apparition.  
  
   Nous aborderons quelques idées sur la prise en charge des troubles du comportement quand ils se déclenchent malgré nos efforts pour les prévenir. Ce texte est destiné aux professionnels de terrain ainsi qu'aux parents qui ont à faire face à ce type de comportements difficiles.  
  
   Comme tout texte de ce genre, il ne saurait apporter des recettes toutes faites et ne peut que compléter l'expérience des lecteurs qui y trouveront, en grande partie, ce qu'ils y mettront eux-mêmes en y adjoignant leurs propres expériences.","gestion du comportement, les livres, connaissance de lautisme, librairie,  , nos editions, gestion du comportement les livres",https://www.autismediffusion.com/products/livre-les-troubles-du-comportement-gloria-laxer-paul-trehin,,,
Les aspects sensoriels et moteurs de l'autisme,"Il s’agit d’un travail de cliniciens destiné à des professionnels ou des parents ayant déjà un minimum de connaissances de base sur l’autisme. Il explore et essaie de présenter de manière cohérente des aspects mal connus ou en tout cas peu décrits de ce syndrome que sont ses particularités sensorielles et motrices.
  
 
  Il le fait donc dans cet ordre en s’appuyant sur des exemples cliniques tirés de leur propre expérience ou de récits autobiographiques rédigés par des personnes avec autisme. À partir de cette description symptomatologique, il montre la faible place qui leur est accordée dans les classifications médicales ou les outils d’évaluation actuellement disponibles alors qu’ils sont parmi les premiers signes révélateurs de difficultés chez le jeune enfant et qu’ils prennent souvent une grande importance dans la vie quotidienne de ces personnes.
  
 
  En fait, leur connaissance est le complément indispensable des particularités cognitives pour élaborer un projet d’aide au développement adapté à la situation de chaque enfant.
  
 
  À partir de ces éléments et d’un bref essai de conceptualisation théorique, il est procédé à une large revue des diverses techniques de soins ou d’apprentissages utilisées aux niveaux sensoriels ou moteurs dans une optique très pragmatique en proposant des regroupements en fonction de leurs objectifs et du stade de développement effectif de l’enfant auxquelles elles s’adressent. Des propositions d’indications sont également suggérées.
  
 
  Celles-ci sont émises avec de grandes réserves du fait de la grande carence actuelle d’outils d’évaluation dans le domaine. Pour autant, celle-ci ne doit pas conduire à l’exclusion radicale de ces méthodes mais à un effort particulier pour mieux préciser leurs intérêts en fonction des populations auxquelles elles s’adressent.
  
 
  Il ne faut pas perdre de vue en effet que beaucoup d’enfants avec autisme souffrent en même temps d’un retard mental plus ou moins grave qui les place dans les tous premiers stades du développement, stade où les possibilités éducatives sont encore limitées tandis que les aspects sensoriels et moteurs restent prépondérants.
  
 
  Pour ceux-là, mais pas uniquement, il nous paraît utile d’essayer de développer des stratégies sensorielles et motrices, à l’image des stratégies éducatives mises en place au niveau cognitif pour ceux dont le développement est plus avancé. C’est ce que cet ouvrage cherche à initier.","les livres, connaissance de lautisme, librairie,  , nos editions, gestion du comportement les livres",https://www.autismediffusion.com/products/livre-les-aspects-sensoriels-et-moteurs-de-l-autisme-caucal-brunod,,,
Autismes et avancée en âge,"<a href=""https://liseuse.harmattan.fr/9782336512082"" target=""_blank"" style=""color:#2388ee; font-weight:bold; text-decoration:none;"">
    📖 Visualiser un extrait
   
  

 L’accompagnement de la personne vieillissante est un problème majeur dans notre pays, compliqué encore lorsqu’un handicap tel que l’autisme s’y rajoute.  

 Les auteurs de ce livre tentent d’éclaircir ce sujet, d’abord en présentant des témoignages de personnes concernées (autistes, familles, aidants, professionnels…) confrontées à la question de l’avancée en âge. Puis ils s’arrêtent sur les réponses que la société peut offrir actuellement aux personnes atteintes d’autisme et à leurs familles. Différents points de vue (médicaux, juridiques, éthiques, politiques, administratifs…) sont ainsi présentés.  

 Il reste beaucoup à faire quant à la dignité et au respect de chaque être humain.","les livres, connaissance de lautisme, handicap droit, temoignages",https://www.autismediffusion.com/products/autismes-et-avancee-en-age,,,
"L'autisme, la sexualité et la loi","L'univers complexe de la sexualité et des comportements sexuels appropriés représente un immense défi pour les personnes autistes qui, si elles ne sont pas guidées, peuvent se retrouver dans des situations délicates, voire illégales. 
        Ce livre se penche sur les facteurs de développement sexuel propres à l’autisme. 
        Il aborde les aspects juridiques des comportements sexuels, la différence de législation entre les pays et la possibilité de modifier les lois actuelles telles qu’elles s’appliquent à la population autiste.
     
    <div style=""margin-top: 1em;"">
        Riche de conseils et de stratégies, cet ouvrage met en relief la nécessité de privilégier une approche sociétale plus éclairée du développement psychosexuel des personnes autistes. 
        Accompagné d’outils reproductibles, dont des fiches éducatives permettant d’explorer la notion de consentement, il constitue une lecture incontournable pour tous les parents, les spécialistes de la santé mentale et du droit, le personnel enseignant et soignant, et les autres spécialistes œuvrant auprès des personnes autistes.","les livres, handicap droit, syndrome dasperger et autisme de haut niveau,  , temoignages",https://www.autismediffusion.com/products/lautisme-la-sexualite-et-la-loi,,,
Livret - Gestion des imprévus à mon domicile,"« On frappe à ma porte en pleine nuit, ma petite amie vient de me quitter par SMS, mon chauffage ne fonctionne plus, j’ai bloqué mon téléphone, mes voisins sont bruyants, j’ai perdu ma carte vitale, etc. » 
  

 
  Notre quotidien est forcément pimenté par de  nombreux imprévus , plus ou moins graves, plus ou moins difficiles à gérer, alors  autant s’y préparer  !
  

 
  Cet outil s'adresse à des  personnes fragiles dans leur autonomie  au sein de leur logement.
  

 
   Identifier une situation problème ,  rechercher la solution adéquate ,  en discuter collectivement ,  s’enrichir des expériences  de chacun,  s’échanger des astuces ,  construire un plan d’action  pour la résoudre, et ainsi  prendre confiance et se rassurer .
  

 
  Un  livret d'activité  pour construire son  plan d'action  afin de  gérer les situations ""problème"" du quotidien .
  

 
  Par des  mises en situations variées , ce support pédagogique accompagne les personnes dans la  réalisation d'un plan d'action personnalisé . Il permet également de  conserver une trace des échanges  et ainsi de constituer un précieux  ""mémo"" ressources  pour  progresser  et  gagner en autonomie  dans la gestion des petits ou gros tracas du quotidien.
  

 
   Les 100 situations proposées sont réparties en 5 thèmes : 
  
 
   - Des  imprévus liés à des problèmes matériels ou techniques  
   - Des  difficultés d’ordre physique ou psychologique  
   - Des  difficultés liées à des problèmes d’organisation  
   - Des  difficultés d’ordre relationnel  
   - Des  difficultés administratives  
 

 
  Pour chaque mise en situation, la démarche induite par le livret est composée de  7 étapes  permettant d’appréhender, de comprendre et de résoudre la situation problème :
  
 
   -  Quel est mon état émotionnel  dans cette situation ? 
   -  Estimation de la gravité  de la situation 
   -  Réflexion sur le délai d’action  dont je dispose pour agir 
   -  Auto-évaluation de ma capacité  à gérer seul ou à  demander de l’aide  
   -  Conséquences et points de vigilance  dans la gestion de la situation 
   -  Espace ""Plan d’action""  pour détailler les différentes étapes 
   -  Espace ""Mémo contact""  
 

 
   Anticiper les difficultés  pour se sentir préparé, capable de réagir et d’agir en cas d’imprévu.  Un entraînement à l’autonomie  pour un quotidien plus serein et apaisé.","gestion du comportement, les livres, syndrome dasperger et autisme de haut niveau,  , gestion du comportement les livres",https://www.autismediffusion.com/products/livret-gestion-des-imprevus-a-mon-domicile,,,
L'inclusion des autistes Asperger dans la vie personnelle et sociale,"""Il existe plusieurs formes d’autisme avec différents niveaux d’autonomie. Chacun aspire à une vie personnelle et sociale bien remplie. 
    Pour certaines personnes, cela peut être entravé pour plusieurs raisons. C’est notamment le cas pour beaucoup de personnes autistes Asperger qui ne sont pas pleinement incluses dans la société, en raison de leur fonctionnement cognitif particulier. 
    Le cadre législatif français est encore méconnu et beaucoup reste à faire.""
  
 
    Partant de ce constat, Rémy Rouquette, auteur-conférencier dans le domaine de l’autisme et lui-même autiste Asperger, s’est mis en tête d’étudier la situation et de mettre par écrit le fruit de ses recherches afin de les partager avec le plus grand nombre et de sensibiliser la population à cette problématique. 
    Il a été rejoint dans cette aventure par Guillaume Alemany, également écrivain et conférencier dans le domaine de l’autisme, et Isabelle Hénault, écrivaine, psychologue-sexologue et clinicienne en psychologie cognitive. 
    Le fruit de ce travail a abouti sur le présent livre.
  
 
    Dans les dernières années, plusieurs outils et programmes favorisent le développement des compétences chez les adultes autistes. 
    Cet ouvrage en fait état, en favorisant l'autodétermination. Nous espérons qu’il pourra contribuer à une meilleure inclusion des personnes autistes Asperger dans la société.","gestion du comportement, les livres, connaissance de lautisme, strategies educatives, syndrome dasperger et autisme de haut niveau, librairie,  , temoignages, nos editions, gestion du comportement les livres",https://www.autismediffusion.com/products/livre-inclusion-des-autistes-asperger-remy-rouquette,,,
